preprocessed_61.png,7
preprocessed_58.png,2
preprocessed_51.png,2
preprocessed_63.png,-10
preprocessed_62.png,9
preprocessed_60.png,5
preprocessed_59.png,3
preprocessed_57.png,0
preprocessed_56.png,-1
preprocessed_55.png,9
preprocessed_54.png,7
preprocessed_53.png,5
preprocessed_52.png,4
preprocessed_50.png,0
preprocessed_49.png,-2
preprocessed_48.png,9
preprocessed_47.png,7
preprocessed_46.png,6
preprocessed_45.png,4
preprocessed_44.png,2
preprocessed_43.png,0
preprocessed_42.png,-3
preprocessed_41.png,9
preprocessed_40.png,8
preprocessed_39.png,6
preprocessed_38.png,4
preprocessed_37.png,2
preprocessed_36.png,0
preprocessed_35.png,-4
preprocessed_34.png,1
preprocessed_33.png,8
preprocessed_32.png,6
preprocessed_31.png,4
preprocessed_30.png,2
preprocessed_29.png,0
preprocessed_28.png,-5
preprocessed_27.png,-6
preprocessed_26.png,8
preprocessed_25.png,6
preprocessed_24.png,4
preprocessed_23.png,3
preprocessed_22.png,1
preprocessed_20.png,-7
preprocessed_19.png,8
preprocessed_18.png,6
preprocessed_17.png,5
preprocessed_16.png,3
preprocessed_15.png,1
preprocessed_13.png,-8
preprocessed_12.png,8
preprocessed_11.png,7
preprocessed_10.png,5
preprocessed_9.png,3
preprocessed_8.png,1
preprocessed_6.png,-9
preprocessed_5.png,9
preprocessed_4.png,7
preprocessed_3.png,5
preprocessed_2.png,3
preprocessed_1.png,1
